complex                                                                              cdim    f-vector              faces    facets    pure    matroid    graph    pdim    codim    degree    m-vector         aED    pED    ML
[1234,126,135,136,156,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       214       (228)            N/A    N/A    N/A
[1234,135,136,156,236,256]                                                           3       (1,6,13,9,1)          30       6         N       N          N        40      23       174       (194)            N/A    N/A    N/A
[1234,126,135,136,156,236,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       181       (214)            N/A    N/A    N/A
[1234,135,136,156,236,256,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       205       (207)            N/A    N/A    N/A
[1234,135,136,156,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       213       (227)            N/A    N/A    N/A
[1234,126,135,136,156,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       217       (227)            N/A    N/A    N/A
[1234,126,135,136,156,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       225       (248)            N/A    N/A    N/A
[1234,125,126,156,256,35,46]                                                         3       (1,6,13,8,1)          29       7         N       N          N        41      22       156       (177)            N/A    N/A    N/A
[1234,125,156,256,35,36,46]                                                          3       (1,6,14,7,1)          29       7         N       N          N        41      22       185       (171)            N/A    N/A    N/A
[1234,125,156,236,256,35,46]                                                         3       (1,6,14,8,1)          30       7         N       N          N        40      23       195       (189)            N/A    N/A    N/A
[1234,125,126,156,256,35,36]                                                         3       (1,6,13,8,1)          29       7         N       N          N        41      22       167       (176)            N/A    N/A    N/A
[1234,125,126,156,236,256,35]                                                        3       (1,6,13,9,1)          30       7         N       N          N        40      23       174       (195)            N/A    N/A    N/A
[1234,125,126,156,256,35,36,46]                                                      3       (1,6,14,8,1)          30       8         N       N          N        40      23       197       (189)            N/A    N/A    N/A
[1234,125,126,156,236,256,35,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       207       (208)            N/A    N/A    N/A
[1234,125,136,156,236,256,35]                                                        3       (1,6,13,9,1)          30       7         N       N          N        40      23       172       (196)            N/A    N/A    N/A
[1234,125,126,136,156,236,256,35]                                                    3       (1,6,13,10,1)         31       8         N       N          N        39      24       181       (215)            N/A    N/A    N/A
[1234,125,136,156,236,256,35,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       203       (209)            N/A    N/A    N/A
[1234,125,126,136,156,236,256,35,46]                                                 3       (1,6,14,10,1)         32       9         N       N          N        38      25       217       (228)            N/A    N/A    N/A
[1234,125,135,156,256,36,46]                                                         3       (1,6,14,8,1)          30       7         N       N          N        40      23       192       (190)            N/A    N/A    N/A
[1234,125,135,156,236,256,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       203       (208)            N/A    N/A    N/A
[1234,125,135,136,156,256,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       202       (209)            N/A    N/A    N/A
[1234,125,135,136,156,236,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       180       (215)            N/A    N/A    N/A
[1234,125,135,136,156,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       211       (229)            N/A    N/A    N/A
[1234,125,126,135,156,236,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       182       (214)            N/A    N/A    N/A
[1234,125,126,135,136,156,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       181       (215)            N/A    N/A    N/A
[1234,125,126,135,136,156,236,256]                                                   3       (1,6,13,11,1)         32       8         N       N          N        38      25       189       (235)            N/A    N/A    N/A
[1234,125,126,135,156,256,46]                                                        3       (1,6,13,9,1)          30       7         N       N          N        40      23       160       (197)            N/A    N/A    N/A
[1234,125,126,135,156,256,36,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       204       (209)            N/A    N/A    N/A
[1234,125,126,135,136,156,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       214       (229)            N/A    N/A    N/A
[1234,125,126,135,156,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       215       (228)            N/A    N/A    N/A
[1234,125,126,135,136,156,236,256,46]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       225       (249)            N/A    N/A    N/A
[1234,125,156,246,256,35,36]                                                         3       (1,6,14,8,1)          30       7         N       N          N        40      23       192       (190)            N/A    N/A    N/A
[1234,125,156,236,246,256,35]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       202       (209)            N/A    N/A    N/A
[1234,125,126,156,246,256,35,36]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       204       (209)            N/A    N/A    N/A
[1234,125,126,156,236,246,256,35]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       214       (229)            N/A    N/A    N/A
[1234,125,135,156,246,256,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       199       (210)            N/A    N/A    N/A
[1234,125,126,135,156,246,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       164       (218)            N/A    N/A    N/A
[1234,125,126,135,156,246,256,36]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       211       (230)            N/A    N/A    N/A
[1234,125,135,156,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       210       (229)            N/A    N/A    N/A
[1234,125,126,135,156,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       222       (250)            N/A    N/A    N/A
[1234,125,136,156,246,256,35]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       203       (208)            N/A    N/A    N/A
[1234,125,136,156,236,246,256,35]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       211       (229)            N/A    N/A    N/A
[1234,125,135,136,156,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       210       (229)            N/A    N/A    N/A
[1234,125,135,136,156,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       219       (250)            N/A    N/A    N/A
[1234,125,126,136,156,246,256,35]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       215       (228)            N/A    N/A    N/A
[1234,125,126,135,136,156,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       222       (250)            N/A    N/A    N/A
[1234,125,126,136,156,236,246,256,35]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       225       (249)            N/A    N/A    N/A
[1234,125,126,135,136,156,236,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       233       (271)            N/A    N/A    N/A
[1234,156,235,246,256]                                                               3       (1,6,13,8,1)          29       5         N       N          N        41      22       150       (178)            N/A    N/A    N/A
[1234,156,235,246,256,36]                                                            3       (1,6,14,8,1)          30       6         N       N          N        40      23       193       (189)            N/A    N/A    N/A
[1234,156,235,236,246,256]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       203       (208)            N/A    N/A    N/A
[1234,126,156,235,246,256]                                                           3       (1,6,13,9,1)          30       6         N       N          N        40      23       156       (198)            N/A    N/A    N/A
[1234,126,156,235,246,256,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       203       (209)            N/A    N/A    N/A
[1234,126,156,235,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       213       (229)            N/A    N/A    N/A
[1234,136,156,235,246,256]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       205       (206)            N/A    N/A    N/A
[1234,126,136,156,235,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       215       (227)            N/A    N/A    N/A
[1234,136,156,235,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       213       (227)            N/A    N/A    N/A
[1234,126,136,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       225       (248)            N/A    N/A    N/A
[1234,125,156,235,246,256,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       199       (210)            N/A    N/A    N/A
[1234,125,156,235,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       209       (230)            N/A    N/A    N/A
[1234,125,136,156,235,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       211       (228)            N/A    N/A    N/A
[1234,125,136,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       219       (250)            N/A    N/A    N/A
[1234,125,126,156,235,246,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       164       (218)            N/A    N/A    N/A
[1234,125,126,156,235,246,256,36]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       211       (230)            N/A    N/A    N/A
[1234,125,126,136,156,235,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       223       (249)            N/A    N/A    N/A
[1234,125,126,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       221       (251)            N/A    N/A    N/A
[1234,125,126,136,156,235,236,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       233       (271)            N/A    N/A    N/A
[1234,135,156,235,256,46]                                                            3       (1,6,13,8,1)          29       6         N       N          N        41      22       149       (179)            N/A    N/A    N/A
[1234,135,156,235,246,256]                                                           3       (1,6,13,9,1)          30       6         N       N          N        40      23       153       (199)            N/A    N/A    N/A
[1234,135,156,235,256,36,46]                                                         3       (1,6,14,8,1)          30       7         N       N          N        40      23       192       (190)            N/A    N/A    N/A
[1234,135,156,235,246,256,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       199       (210)            N/A    N/A    N/A
[1234,135,156,235,236,256,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       203       (208)            N/A    N/A    N/A
[1234,135,156,235,236,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       210       (229)            N/A    N/A    N/A
[1234,126,135,156,235,256,46]                                                        3       (1,6,13,9,1)          30       7         N       N          N        40      23       155       (199)            N/A    N/A    N/A
[1234,126,135,156,235,246,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       159       (220)            N/A    N/A    N/A
[1234,126,135,156,235,256,36,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       202       (210)            N/A    N/A    N/A
[1234,126,135,156,235,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       213       (229)            N/A    N/A    N/A
[1234,126,135,156,235,246,256,36]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       209       (231)            N/A    N/A    N/A
[1234,126,135,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       220       (251)            N/A    N/A    N/A
[1234,125,135,156,235,256,46]                                                        3       (1,6,13,9,1)          30       7         N       N          N        40      23       156       (198)            N/A    N/A    N/A
[1234,125,135,156,235,246,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       160       (219)            N/A    N/A    N/A
[1234,125,135,156,235,256,36,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       199       (210)            N/A    N/A    N/A
[1234,125,135,156,235,246,256,36]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       206       (231)            N/A    N/A    N/A
[1234,125,126,135,156,235,256,46]                                                    3       (1,6,13,10,1)         31       8         N       N          N        39      24       164       (218)            N/A    N/A    N/A
[1234,125,126,135,156,235,256,36,46]                                                 3       (1,6,14,10,1)         32       9         N       N          N        38      25       211       (230)            N/A    N/A    N/A
[1234,125,126,135,156,235,246,256]                                                   3       (1,6,13,11,1)         32       8         N       N          N        38      25       168       (240)            N/A    N/A    N/A
[1234,125,126,135,156,235,246,256,36]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       218       (252)            N/A    N/A    N/A
[1234,125,135,156,235,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       210       (229)            N/A    N/A    N/A
[1234,125,135,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       217       (251)            N/A    N/A    N/A
[1234,125,126,135,156,235,236,256,46]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       222       (250)            N/A    N/A    N/A
[1234,125,126,135,156,235,236,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       229       (273)            N/A    N/A    N/A
[1234,135,136,156,235,236,256]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       180       (215)            N/A    N/A    N/A
[1234,126,135,136,156,235,236,256]                                                   3       (1,6,13,11,1)         32       8         N       N          N        38      25       187       (236)            N/A    N/A    N/A
[1234,135,136,156,235,236,256,46]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       211       (229)            N/A    N/A    N/A
[1234,126,135,136,156,235,236,256,46]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       223       (250)            N/A    N/A    N/A
[1234,125,135,136,156,235,236,256,46]                                                3       (1,6,14,11,1)         33       9         N       N          N        37      26       218       (251)            N/A    N/A    N/A
[1234,125,126,135,136,156,235,236,256]                                               3       (1,6,13,12,1)         33       9         N       N          N        37      26       196       (257)            N/A    N/A    N/A
[1234,125,126,135,136,156,235,236,256,46]                                            3       (1,6,14,12,1)         34       10        N       N          N        36      27       232       (272)            N/A    N/A    N/A
[1234,135,136,156,235,246,256]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       211       (228)            N/A    N/A    N/A
[1234,126,135,136,156,235,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       221       (250)            N/A    N/A    N/A
[1234,125,135,136,156,235,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       218       (250)            N/A    N/A    N/A
[1234,125,126,135,136,156,235,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       230       (272)            N/A    N/A    N/A
[1234,135,136,156,235,236,246,256]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       219       (250)            N/A    N/A    N/A
[1234,125,135,136,156,235,236,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       226       (273)            N/A    N/A    N/A
[1234,126,135,136,156,235,236,246,256]                                               3       (1,6,14,12,1)         34       9         N       N          N        36      27       231       (272)            N/A    N/A    N/A
[1234,125,126,135,136,156,235,236,246,256]                                           3       (1,6,14,13,1)         35       10        N       N          N        35      28       240       (295)            N/A    N/A    N/A
[1234,136,156,236,256,45,46]                                                         3       (1,6,14,8,1)          30       7         N       N          N        40      23       191       (190)            N/A    N/A    N/A
[1234,126,136,156,236,256,45,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       203       (209)            N/A    N/A    N/A
[1234,136,156,236,246,256,45]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       202       (208)            N/A    N/A    N/A
[1234,126,136,156,236,246,256,45]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       214       (228)            N/A    N/A    N/A
[1234,156,256,35,36,45,46]                                                           3       (1,6,15,6,1)          29       7         N       N          N        41      22       216       (164)            N/A    N/A    N/A
[1234,156,246,256,35,36,45]                                                          3       (1,6,15,7,1)          30       7         N       N          N        40      23       226       (182)            N/A    N/A    N/A
[1234,156,236,246,256,35,45]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       236       (201)            N/A    N/A    N/A
[1234,136,156,236,256,35,45,46]                                                      3       (1,6,15,8,1)          31       8         N       N          N        39      24       234       (202)            N/A    N/A    N/A
[1234,136,156,246,256,35,45]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       237       (200)            N/A    N/A    N/A
[1234,136,156,236,246,256,35,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       245       (221)            N/A    N/A    N/A
[1234,135,156,246,256,36,45]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       236       (201)            N/A    N/A    N/A
[1234,135,136,156,256,45,46]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       236       (201)            N/A    N/A    N/A
[1234,135,136,156,246,256,45]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       247       (220)            N/A    N/A    N/A
[1234,135,156,236,256,45,46]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       237       (200)            N/A    N/A    N/A
[1234,135,156,236,246,256,45]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       247       (220)            N/A    N/A    N/A
[1234,135,136,156,236,256,45,46]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       245       (221)            N/A    N/A    N/A
[1234,135,136,156,236,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       256       (241)            N/A    N/A    N/A
[1234,126,156,256,35,36,45,46]                                                       3       (1,6,15,7,1)          30       8         N       N          N        40      23       226       (183)            N/A    N/A    N/A
[1234,126,136,156,256,35,45,46]                                                      3       (1,6,15,8,1)          31       8         N       N          N        39      24       236       (202)            N/A    N/A    N/A
[1234,126,136,156,236,256,35,45,46]                                                  3       (1,6,15,9,1)          32       9         N       N          N        38      25       246       (222)            N/A    N/A    N/A
[1234,126,135,156,256,36,45,46]                                                      3       (1,6,15,8,1)          31       8         N       N          N        39      24       236       (202)            N/A    N/A    N/A
[1234,126,135,156,236,256,45,46]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       247       (221)            N/A    N/A    N/A
[1234,126,135,136,156,256,45,46]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       246       (222)            N/A    N/A    N/A
[1234,126,135,136,156,236,256,45,46]                                                 3       (1,6,15,10,1)         33       9         N       N          N        37      26       257       (242)            N/A    N/A    N/A
[1234,126,136,156,246,256,35,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       247       (221)            N/A    N/A    N/A
[1234,126,135,156,246,256,36,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       246       (222)            N/A    N/A    N/A
[1234,126,135,136,156,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       257       (242)            N/A    N/A    N/A
[1234,126,156,236,246,256,35,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       246       (222)            N/A    N/A    N/A
[1234,126,135,156,236,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       257       (242)            N/A    N/A    N/A
[1234,126,136,156,236,246,256,35,45]                                                 3       (1,6,15,10,1)         33       9         N       N          N        37      26       257       (242)            N/A    N/A    N/A
[1234,126,135,136,156,236,246,256,45]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       268       (263)            N/A    N/A    N/A
[1234,156,235,246,256,36,45]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       236       (201)            N/A    N/A    N/A
[1234,136,156,235,246,256,45]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       248       (219)            N/A    N/A    N/A
[1234,156,235,236,246,256,45]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       246       (221)            N/A    N/A    N/A
[1234,136,156,235,236,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       256       (241)            N/A    N/A    N/A
[1234,126,156,235,246,256,36,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       246       (222)            N/A    N/A    N/A
[1234,126,156,235,236,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       256       (243)            N/A    N/A    N/A
[1234,126,136,156,235,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       258       (241)            N/A    N/A    N/A
[1234,126,136,156,235,236,246,256,45]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       268       (263)            N/A    N/A    N/A
[1234,135,156,235,246,256,45]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       198       (210)            N/A    N/A    N/A
[1234,135,156,235,246,256,36,45]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       244       (222)            N/A    N/A    N/A
[1234,135,136,156,235,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       256       (241)            N/A    N/A    N/A
[1234,126,135,156,235,256,45,46]                                                     3       (1,6,14,9,1)          31       8         N       N          N        39      24       197       (211)            N/A    N/A    N/A
[1234,126,135,156,235,246,256,45]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       204       (232)            N/A    N/A    N/A
[1234,126,135,156,235,256,36,45,46]                                                  3       (1,6,15,9,1)          32       9         N       N          N        38      25       244       (223)            N/A    N/A    N/A
[1234,126,135,136,156,235,256,45,46]                                                 3       (1,6,15,10,1)         33       9         N       N          N        37      26       255       (243)            N/A    N/A    N/A
[1234,126,135,156,235,246,256,36,45]                                                 3       (1,6,15,10,1)         33       9         N       N          N        37      26       254       (244)            N/A    N/A    N/A
[1234,126,135,136,156,235,246,256,45]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       266       (264)            N/A    N/A    N/A
[1234,135,156,235,236,246,256,45]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       255       (242)            N/A    N/A    N/A
[1234,126,135,156,235,236,246,256,45]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       265       (265)            N/A    N/A    N/A
[1234,135,136,156,235,236,256,45,46]                                                 3       (1,6,15,10,1)         33       9         N       N          N        37      26       253       (243)            N/A    N/A    N/A
[1234,135,136,156,235,236,246,256,45]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       264       (264)            N/A    N/A    N/A
[1234,126,135,136,156,235,236,256,45,46]                                             3       (1,6,15,11,1)         34       10        N       N          N        36      27       265       (265)            N/A    N/A    N/A
[1234,126,135,136,156,235,236,246,256,45]                                            3       (1,6,15,12,1)         35       10        N       N          N        35      28       276       (287)            N/A    N/A    N/A
[1234,156,256,345]                                                                   3       (1,6,13,7,1)          28       4         N       N          N        42      21       160       (156)            N/A    N/A    N/A
[1234,126,156,256,345]                                                               3       (1,6,13,8,1)          29       5         N       N          N        41      22       164       (176)            N/A    N/A    N/A
[1234,156,256,345,46]                                                                3       (1,6,14,7,1)          29       5         N       N          N        41      22       193       (168)            N/A    N/A    N/A
[1234,126,156,256,345,46]                                                            3       (1,6,14,8,1)          30       6         N       N          N        40      23       199       (188)            N/A    N/A    N/A
[1234,156,256,345,36,46]                                                             3       (1,6,15,7,1)          30       6         N       N          N        40      23       240       (180)            N/A    N/A    N/A
[1234,136,156,256,345]                                                               3       (1,6,14,8,1)          30       5         N       N          N        40      23       202       (186)            N/A    N/A    N/A
[1234,136,156,256,345,46]                                                            3       (1,6,15,8,1)          31       6         N       N          N        39      24       254       (198)            N/A    N/A    N/A
[1234,126,136,156,256,345]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       208       (207)            N/A    N/A    N/A
[1234,126,156,256,345,36,46]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       250       (200)            N/A    N/A    N/A
[1234,126,136,156,256,345,46]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       264       (219)            N/A    N/A    N/A
[1234,136,156,236,256,345]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       210       (206)            N/A    N/A    N/A
[1234,126,136,156,236,256,345]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       217       (227)            N/A    N/A    N/A
[1234,136,156,236,256,345,46]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       266       (218)            N/A    N/A    N/A
[1234,126,136,156,236,256,345,46]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       278       (239)            N/A    N/A    N/A
[1234,135,156,256,345]                                                               3       (1,6,13,8,1)          29       5         N       N          N        41      22       167       (174)            N/A    N/A    N/A
[1234,135,156,256,345,46]                                                            3       (1,6,14,8,1)          30       6         N       N          N        40      23       200       (187)            N/A    N/A    N/A
[1234,135,156,256,345,36]                                                            3       (1,6,14,8,1)          30       6         N       N          N        40      23       205       (186)            N/A    N/A    N/A
[1234,135,136,156,256,345]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       214       (205)            N/A    N/A    N/A
[1234,135,156,256,345,36,46]                                                         3       (1,6,15,8,1)          31       7         N       N          N        39      24       252       (199)            N/A    N/A    N/A
[1234,135,136,156,256,345,46]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       266       (218)            N/A    N/A    N/A
[1234,135,156,236,256,345]                                                           3       (1,6,14,9,1)          31       6         N       N          N        39      24       216       (204)            N/A    N/A    N/A
[1234,135,156,236,256,345,46]                                                        3       (1,6,15,9,1)          32       7         N       N          N        38      25       268       (217)            N/A    N/A    N/A
[1234,135,136,156,236,256,345]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       224       (225)            N/A    N/A    N/A
[1234,135,136,156,236,256,345,46]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       280       (238)            N/A    N/A    N/A
[1234,126,135,156,256,345]                                                           3       (1,6,13,9,1)          30       6         N       N          N        40      23       171       (195)            N/A    N/A    N/A
[1234,126,135,156,256,345,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       211       (207)            N/A    N/A    N/A
[1234,126,135,136,156,256,345]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       220       (227)            N/A    N/A    N/A
[1234,126,135,156,236,256,345]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       222       (226)            N/A    N/A    N/A
[1234,126,135,136,156,236,256,345]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       231       (247)            N/A    N/A    N/A
[1234,126,135,156,256,345,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       206       (208)            N/A    N/A    N/A
[1234,126,135,156,256,345,36,46]                                                     3       (1,6,15,9,1)          32       8         N       N          N        38      25       262       (220)            N/A    N/A    N/A
[1234,126,135,156,236,256,345,46]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       278       (239)            N/A    N/A    N/A
[1234,126,135,136,156,256,345,46]                                                    3       (1,6,15,10,1)         33       8         N       N          N        37      26       276       (240)            N/A    N/A    N/A
[1234,126,135,136,156,236,256,345,46]                                                3       (1,6,15,11,1)         34       9         N       N          N        36      27       292       (260)            N/A    N/A    N/A
[1234,135,156,235,256,345]                                                           3       (1,6,13,9,1)          30       6         N       N          N        40      23       172       (194)            N/A    N/A    N/A
[1234,135,156,235,256,345,36]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       215       (206)            N/A    N/A    N/A
[1234,135,136,156,235,256,345]                                                       3       (1,6,14,10,1)         32       7         N       N          N        38      25       226       (225)            N/A    N/A    N/A
[1234,126,135,156,235,256,345]                                                       3       (1,6,13,10,1)         31       7         N       N          N        39      24       176       (216)            N/A    N/A    N/A
[1234,126,135,156,235,256,345,36]                                                    3       (1,6,14,10,1)         32       8         N       N          N        38      25       221       (228)            N/A    N/A    N/A
[1234,126,135,136,156,235,256,345]                                                   3       (1,6,14,11,1)         33       8         N       N          N        37      26       232       (248)            N/A    N/A    N/A
[1234,135,156,235,256,345,46]                                                        3       (1,6,14,9,1)          31       7         N       N          N        39      24       205       (208)            N/A    N/A    N/A
